"Full Image Title","Date","Onsite Image URL","Object Page URL","Shortened Title with Date"
"Ancient Ruins at Baiae",1604,"../img/scale/brueghel/2947.jpg","/janbrueghel/ancient-ruins-at-baiae","Ancient Ruins at Baiae"
"Maria with the Animals (Rome)",1604,"../img/scale/brueghel/3355.jpg","/janbrueghel/maria-with-the-animals-rome","Maria with the Animals (Rome)"
"River Landscape with Landing Stage (Amsterdam)",1604,"../img/scale/brueghel/3475.jpg","/janbrueghel/river-landscape-with-landing-stage-amsterdam","River Landscape with Landing Stage (Amsterdam)"
"Road to Market (Paris)",1604,"../img/scale/brueghel/3512.jpg","/janbrueghel/road-to-market-paris","Road to Market (Paris)"
"Sheet of Various Studies for a PIcture of the Terrestrial Paradise",1604,"../img/scale/brueghel/3550.jpg","/janbrueghel/sheet-of-various-studies-for-a-picture-of-the-terrestrial-paradise","Sheet of Various Studies for a PIcture of the Terrestrial Paradise"
"Temptation of St. Anthony with Temple of Vesta (Dresden)",1604,"../img/scale/brueghel/3608.jpg","/janbrueghel/temptation-of-st-anthony-with-temple-of-vesta-dresden","Temptation of St. Anthony with Temple of Vesta (Dresden)"
"Woodland Road",1604,"../img/scale/brueghel/3784.jpg","/janbrueghel/woodland-road","Woodland Road"
"Rest on the Flight into Egypt (Germany)",1604,"../img/scale/brueghel/3843.jpg","/janbrueghel/rest-on-the-flight-into-egypt-germany","Rest on the Flight into Egypt (Germany)"
"Landscape with Covered Wagon and View of Antwerp",1604,"../img/scale/brueghel/9687.jpg","/janbrueghel/landscape-with-covered-wagon-and-view-of-antwerp","Landscape with Covered Wagon and View of Antwerp"
"Allegory of the Four Elements (Milan)",1605,"../img/scale/brueghel/2942.jpg","/janbrueghel/allegory-of-the-four-elements-milan","Allegory of the Four Elements (Milan)"
"Attack on Traveler in the Woods",1605,"../img/scale/brueghel/2953.jpg","/janbrueghel/attack-on-traveler-in-the-woods","Attack on Traveler in the Woods"
"Bacchus, Venus, and Ceres",1605,"../img/scale/brueghel/2958.jpg","/janbrueghel/bacchus-venus-and-ceres","Bacchus, Venus, and Ceres"
"Bandit Encounter on the Way to Market",1605,"../img/scale/brueghel/2959.jpg","/janbrueghel/bandit-encounter-on-the-way-to-market","Bandit Encounter on the Way to Market"
"Crucifixion (Munich)",1605,"../img/scale/brueghel/3060.jpg","/janbrueghel/crucifixion-munich","Crucifixion (Munich)"
"Entrance to a Village with a Windmill",1605,"../img/scale/brueghel/3093.jpg","/janbrueghel/entrance-to-a-village-with-a-windmill","Entrance to a Village with a Windmill"
"Fish Market before a City on Water",1605,"../img/scale/brueghel/3115.jpg","/janbrueghel/fish-market-before-a-city-on-water","Fish Market before a City on Water"
"Fish Market by a River",1605,"../img/scale/brueghel/3116.jpg","/janbrueghel/fish-market-by-a-river","Fish Market by a River"
"Latona and the Lycian Farmers (Amsterdam)",1605,"../img/scale/brueghel/3345.jpg","/janbrueghel/latona-and-the-lycian-farmers-amsterdam","Latona and the Lycian Farmers (Amsterdam)"
"Mouse, Rose, and Butterfly (Amsterdam)",1605,"../img/scale/brueghel/3383.jpg","/janbrueghel/mouse-rose-and-butterfly-amsterdam","Mouse, Rose, and Butterfly (Amsterdam)"
"Mouse, Rose, and Butterfly (Milan)",1605,"../img/scale/brueghel/3384.jpg","/janbrueghel/mouse-rose-and-butterfly-milan","Mouse, Rose, and Butterfly (Milan)"
"Mouse, Rose, and Butterfly (Paris)",1605,"../img/scale/brueghel/3385.jpg","/janbrueghel/mouse-rose-and-butterfly-paris","Mouse, Rose, and Butterfly (Paris)"
"No Room at the Inn (Netherlands)",1605,"../img/scale/brueghel/3390.jpg","/janbrueghel/no-room-at-the-inn-netherlands","No Room at the Inn (Netherlands)"
"Orpheus Playing for the Animals (Paris)",1605,"../img/scale/brueghel/3398.jpg","/janbrueghel/orpheus-playing-for-the-animals-paris","Orpheus Playing for the Animals (Paris)"
"Orpheus and the Thracian Women",1605,"../img/scale/brueghel/3403.jpg","/janbrueghel/orpheus-and-the-thracian-women","Orpheus and the Thracian Women"
"Orpheus and the Thracian Women (Berlin)",1605,"../img/scale/brueghel/3404.jpg","/janbrueghel/orpheus-and-the-thracian-women-berlin","Orpheus and the Thracian Women (Berlin)"
"Pan and Syrinx",1605,"../img/scale/brueghel/3409.jpg","/janbrueghel/pan-and-syrinx","Pan and Syrinx"
"Paradise (Vienna)",1605,"../img/scale/brueghel/3412.jpg","/janbrueghel/paradise-vienna","Paradise (Vienna)"
"Preaching of John the Baptist (London)",1605,"../img/scale/brueghel/3442.jpg","/janbrueghel/preaching-of-john-the-baptist-london","Preaching of John the Baptist (London)"
"Resting in a Forest Landscape",1605,"../img/scale/brueghel/3462.jpg","/janbrueghel/resting-in-a-forest-landscape","Resting in a Forest Landscape"
"River Landscape with Dock",1605,"../img/scale/brueghel/3473.jpg","/janbrueghel/river-landscape-with-dock","River Landscape with Dock"
"River with Landing Stage",1605,"../img/scale/brueghel/3494.jpg","/janbrueghel/river-with-landing-stage","River with Landing Stage"
"Road Along a Hilltop",1605,"../img/scale/brueghel/3499.jpg","/janbrueghel/road-along-a-hilltop","Road Along a Hilltop"
"Road through a Wood",1605,"../img/scale/brueghel/3506.jpg","/janbrueghel/road-through-a-wood","Road through a Wood"
"The Bittern-Hunter",1605,"../img/scale/brueghel/3614.jpg","/janbrueghel/the-bittern-hunter","The Bittern-Hunter"
"Travelers on a Forested Road",1605,"../img/scale/brueghel/3668.jpg","/janbrueghel/travelers-on-a-forested-road","Travelers on a Forested Road"
"Venus and Amor",1605,"../img/scale/brueghel/3682.jpg","/janbrueghel/venus-and-amor","Venus and Amor"
"Way to Market on Forested Road",1605,"../img/scale/brueghel/3749.jpg","/janbrueghel/way-to-market-on-forested-road","Way to Market on Forested Road"
"Wide Landscape with Wagon and Travelers",1605,"../img/scale/brueghel/3754.jpg","/janbrueghel/wide-landscape-with-wagon-and-travelers","Wide Landscape with Wagon and Travelers"
"Rocky Landscape with Flight into Egypt (London)",1605,"../img/scale/brueghel/3847.jpg","/janbrueghel/rocky-landscape-with-flight-into-egypt-london","Rocky Landscape with Flight into Egypt (London)"
"Sea Landscape",1605,"../img/scale/brueghel/9829.jpg","/janbrueghel/sea-landscape","Sea Landscape"
"Allegory of the Four Elements (Madrid)",1606,"../img/scale/brueghel/2941.jpg","/janbrueghel/allegory-of-the-four-elements-madrid","Allegory of the Four Elements (Madrid)"
"Calvary (Milan)",1606,"../img/scale/brueghel/3013.jpg","/janbrueghel/calvary-milan","Calvary (Milan)"
"Carrying of the Cross (Christ & the Holy Women)",1606,"../img/scale/brueghel/3018.jpg","/janbrueghel/carrying-of-the-cross-christ-the-holy-women","Carrying of the Cross (Christ & the Holy Women)"
"Forest Landscape with Resting Riders",1606,"../img/scale/brueghel/3209.jpg","/janbrueghel/forest-landscape-with-resting-riders","Forest Landscape with Resting Riders"
"Portrait of Archduke Albrecht of Austria",1606,"../img/scale/brueghel/3440.jpg","/janbrueghel/portrait-of-archduke-albrecht-of-austria","Portrait of Archduke Albrecht of Austria"
"Procession in the Winter",1606,"../img/scale/brueghel/3445.jpg","/janbrueghel/procession-in-the-winter","Procession in the Winter"
"Rest on the Flight into Egypt (Amsterdam)",1606,"../img/scale/brueghel/3449.jpg","/janbrueghel/rest-on-the-flight-into-egypt-amsterdam","Rest on the Flight into Egypt (Amsterdam)"
"Rest on the Flight into Egypt (New York)",1606,"../img/scale/brueghel/3454.jpg","/janbrueghel/rest-on-the-flight-into-egypt-new-york","Rest on the Flight into Egypt (New York)"
"River Landscape with Landing Stage on the Left",1606,"../img/scale/brueghel/3485.jpg","/janbrueghel/river-landscape-with-landing-stage-on-the-left","River Landscape with Landing Stage on the Left"
"River Landscape with Village Landing Stage",1606,"../img/scale/brueghel/3492.jpg","/janbrueghel/river-landscape-with-village-landing-stage","River Landscape with Village Landing Stage"
"River with Landing Stage by Village: Sorting Catch of Fish",1606,"../img/scale/brueghel/3495.jpg","/janbrueghel/river-with-landing-stage-by-village-sorting-catch-of-fish","River with Landing Stage by Village: Sorting Catch of Fish"
"The Virgin Appearing to Sea-Farers",1606,"../img/scale/brueghel/3649.jpg","/janbrueghel/the-virgin-appearing-to-sea-farers","The Virgin Appearing to Sea-Farers"
"Venus and Mars Surprised by Vulcan",1606,"../img/scale/brueghel/3686.jpg","/janbrueghel/venus-and-mars-surprised-by-vulcan","Venus and Mars Surprised by Vulcan"
"Allegory of Fire: Venus in the Forge of Vulcan (Lyon)",1606,"../img/scale/brueghel/3796.jpg","/janbrueghel/allegory-of-fire-venus-in-the-forge-of-vulcan-lyon","Allegory of Fire: Venus in the Forge of Vulcan (Lyon)"
"River with Village and Landing Stage",1606,"../img/scale/brueghel/3845.jpg","/janbrueghel/river-with-village-and-landing-stage","River with Village and Landing Stage"
"Road at Edge of a Hill with Travelers",1606,"../img/scale/brueghel/3846.jpg","/janbrueghel/road-at-edge-of-a-hill-with-travelers","Road at Edge of a Hill with Travelers"
"Archduke Albert of Austria with Women on a Platform",1606,"../img/scale/brueghel/9778.jpg","/janbrueghel/archduke-albert-of-austria-with-women-on-a-platform","Archduke Albert of Austria with Women on a Platform"
"Attack by Bandits on a Forest Road",1607,"../img/scale/brueghel/2952.jpg","/janbrueghel/attack-by-bandits-on-a-forest-road","Attack by Bandits on a Forest Road"
"Earth: Paradise Landscape (Paris, Louvre)",1607,"../img/scale/brueghel/3089.jpg","/janbrueghel/earth-paradise-landscape-paris-louvre","Earth: Paradise Landscape (Paris, Louvre)"
"Holy Family with Angel in a Landscape",1607,"../img/scale/brueghel/3279.jpg","/janbrueghel/holy-family-with-angel-in-a-landscape","Holy Family with Angel in a Landscape"
"Landscape with a Ford",1607,"../img/scale/brueghel/3337.jpg","/janbrueghel/landscape-with-a-ford","Landscape with a Ford"
"River Landscape with Landing Stage (Vienna)",1607,"../img/scale/brueghel/3482.jpg","/janbrueghel/river-landscape-with-landing-stage-vienna","River Landscape with Landing Stage (Vienna)"
"Roadside Chapel on a Hill",1607,"../img/scale/brueghel/3516.jpg","/janbrueghel/roadside-chapel-on-a-hill","Roadside Chapel on a Hill"
"Soldiers in Forest Clearing",1607,"../img/scale/brueghel/3563.jpg","/janbrueghel/soldiers-in-forest-clearing","Soldiers in Forest Clearing"
"Travelers on a Forest Road",1607,"../img/scale/brueghel/3667.jpg","/janbrueghel/travelers-on-a-forest-road","Travelers on a Forest Road"
"Village at End of a Canal",1607,"../img/scale/brueghel/3736.jpg","/janbrueghel/village-at-end-of-a-canal","Village at End of a Canal"
"No Room at the Inn (London)",1607,"../img/scale/brueghel/3836.jpg","/janbrueghel/no-room-at-the-inn-london","No Room at the Inn (London)"
"Landscape with a stag hunt",1607,"../img/scale/brueghel/9584.jpg","/janbrueghel/landscape-with-a-stag-hunt","Landscape with a stag hunt"
"Allegory of Fire (Milan)",1608,"../img/scale/brueghel/2919.jpg","/janbrueghel/allegory-of-fire-milan","Allegory of Fire (Milan)"
"Baptism of Christ (Cologne)",1608,"../img/scale/brueghel/2961.jpg","/janbrueghel/baptism-of-christ-cologne","Baptism of Christ (Cologne)"
"Baptism of Christ (Private Collection)",1608,"../img/scale/brueghel/2964.jpg","/janbrueghel/baptism-of-christ-private-collection","Baptism of Christ (Private Collection)"
"Landscape with a Windmill on a Hill",1608,"../img/scale/brueghel/3338.jpg","/janbrueghel/landscape-with-a-windmill-on-a-hill","Landscape with a Windmill on a Hill"
"Madonna and Child with Angels in a Landscape",1608,"../img/scale/brueghel/3351.jpg","/janbrueghel/madonna-and-child-with-angels-in-a-landscape","Madonna and Child with Angels in a Landscape"
"Madonna and Child with Angels in a Landscape (Cologne)",1608,"../img/scale/brueghel/3352.jpg","/janbrueghel/madonna-and-child-with-angels-in-a-landscape-cologne","Madonna and Child with Angels in a Landscape (Cologne)"
"Marriage of Peleus and Thetis",1608,"../img/scale/brueghel/3361.jpg","/janbrueghel/marriage-of-peleus-and-thetis","Marriage of Peleus and Thetis"
"Marriage of Peleus and Thetis (Munich)",1608,"../img/scale/brueghel/3363.jpg","/janbrueghel/marriage-of-peleus-and-thetis-munich","Marriage of Peleus and Thetis (Munich)"
"Mary with Christ, John and Putti in a Landscape",1608,"../img/scale/brueghel/3364.jpg","/janbrueghel/mary-with-christ-john-and-putti-in-a-landscape","Mary with Christ, John and Putti in a Landscape"
"Paradise Landscape with Fall of Man (Madrid)",1608,"../img/scale/brueghel/3419.jpg","/janbrueghel/paradise-landscape-with-fall-of-man-madrid","Paradise Landscape with Fall of Man (Madrid)"
"Reconciliation of Jacob and Esau (Solingen)",1608,"../img/scale/brueghel/3448.jpg","/janbrueghel/reconciliation-of-jacob-and-esau-solingen","Reconciliation of Jacob and Esau (Solingen)"
"River Landscape with Shipyard",1608,"../img/scale/brueghel/3488.jpg","/janbrueghel/river-landscape-with-shipyard","River Landscape with Shipyard"
"Road Along a Hilltop (Munich)",1608,"../img/scale/brueghel/3500.jpg","/janbrueghel/road-along-a-hilltop-munich","Road Along a Hilltop (Munich)"
"Road by Windmills",1608,"../img/scale/brueghel/3504.jpg","/janbrueghel/road-by-windmills","Road by Windmills"
"The Calling of Peter and Paul (Dresden)",1608,"../img/scale/brueghel/3615.jpg","/janbrueghel/the-calling-of-peter-and-paul-dresden","The Calling of Peter and Paul (Dresden)"
"The Calling of Peter and Paul (St Petersburg)",1608,"../img/scale/brueghel/3616.jpg","/janbrueghel/the-calling-of-peter-and-paul-st-petersburg","The Calling of Peter and Paul (St Petersburg)"
"The Marriage Feast of Bacchus (Dresden)",1608,"../img/scale/brueghel/3629.jpg","/janbrueghel/the-marriage-feast-of-bacchus-dresden","The Marriage Feast of Bacchus (Dresden)"
"The Marriage Feast of Bacchus (Paris)",1608,"../img/scale/brueghel/3630.jpg","/janbrueghel/the-marriage-feast-of-bacchus-paris","The Marriage Feast of Bacchus (Paris)"
"Travelers on a Road Above a River Valley",1608,"../img/scale/brueghel/3670.jpg","/janbrueghel/travelers-on-a-road-above-a-river-valley","Travelers on a Road Above a River Valley"
"Venus Arming Mars",1608,"../img/scale/brueghel/3678.jpg","/janbrueghel/venus-arming-mars","Venus Arming Mars"
"Venus and Amor (St. Petersburg)",1608,"../img/scale/brueghel/3683.jpg","/janbrueghel/venus-and-amor-st-petersburg","Venus and Amor (St. Petersburg)"
"Crossing in the Forest",1608,"../img/scale/brueghel/3808.jpg","/janbrueghel/crossing-in-the-forest","Crossing in the Forest"
"No Room at the Inn (Germany)",1608,"../img/scale/brueghel/3835.jpg","/janbrueghel/no-room-at-the-inn-germany","No Room at the Inn (Germany)"
"Venus in the Smithy of Vulcan",1608,"../img/scale/brueghel/9671.jpg","/janbrueghel/venus-in-the-smithy-of-vulcan","Venus in the Smithy of Vulcan"
"Battle Scene",1609,"../img/scale/brueghel/2970.jpg","/janbrueghel/battle-scene","Battle Scene"
"Country Road with Farm Wagons",1609,"../img/scale/brueghel/3051.jpg","/janbrueghel/country-road-with-farm-wagons","Country Road with Farm Wagons"
"Landscape with Archduke Albert and Mariemont Castle",1609,"../img/scale/brueghel/3309.jpg","/janbrueghel/landscape-with-archduke-albert-and-mariemont-castle","Landscape with Archduke Albert and Mariemont Castle"
"Madonna and Child in a Flower Garland (Madrid)",1609,"../img/scale/brueghel/3349.jpg","/janbrueghel/madonna-and-child-in-a-flower-garland-madrid","Madonna and Child in a Flower Garland (Madrid)"
"Resting at the Windmill",1609,"../img/scale/brueghel/3460.jpg","/janbrueghel/resting-at-the-windmill","Resting at the Windmill"
"Stream Through Farmland (Amsterdam)",1609,"../img/scale/brueghel/3573.jpg","/janbrueghel/stream-through-farmland-amsterdam","Stream Through Farmland (Amsterdam)"
"Village Landscape with Cows",1609,"../img/scale/brueghel/3716.jpg","/janbrueghel/village-landscape-with-cows","Village Landscape with Cows"
"Village Street with Dancing Peasants",1609,"../img/scale/brueghel/3730.jpg","/janbrueghel/village-street-with-dancing-peasants","Village Street with Dancing Peasants"
"Village with Dancing Peasants",1609,"../img/scale/brueghel/3740.jpg","/janbrueghel/village-with-dancing-peasants","Village with Dancing Peasants"
"River Landscape with Landing Stage at a Village",1609,"../img/scale/brueghel/3844.jpg","/janbrueghel/river-landscape-with-landing-stage-at-a-village","River Landscape with Landing Stage at a Village"
"Village at End of a Canal with Urban Visitors",1609,"../img/scale/brueghel/3871.jpg","/janbrueghel/village-at-end-of-a-canal-with-urban-visitors","Village at End of a Canal with Urban Visitors"
"Sheet of Figure Studies",1609,"../img/scale/brueghel/9724.jpg","/janbrueghel/sheet-of-figure-studies","Sheet of Figure Studies"
"A Summer Landscape with Harvesters",1610,"../img/scale/brueghel/2873.jpg","/janbrueghel/a-summer-landscape-with-harvesters","A Summer Landscape with Harvesters"
"Bacchanal",1610,"../img/scale/brueghel/2956.jpg","/janbrueghel/bacchanal","Bacchanal"
"Battle of the Amazons (Private Collection)",1610,"../img/scale/brueghel/2973.jpg","/janbrueghel/battle-of-the-amazons-private-collection","Battle of the Amazons (Private Collection)"
"Birds for an Allegory of Air",1610,"../img/scale/brueghel/2976.jpg","/janbrueghel/birds-for-an-allegory-of-air","Birds for an Allegory of Air"
"Cityscape with Busy Street",1610,"../img/scale/brueghel/3035.jpg","/janbrueghel/cityscape-with-busy-street","Cityscape with Busy Street"
"Country Road with Travelers",1610,"../img/scale/brueghel/3054.jpg","/janbrueghel/country-road-with-travelers","Country Road with Travelers"
"Farmhouse along a Stream",1610,"../img/scale/brueghel/3100.jpg","/janbrueghel/farmhouse-along-a-stream","Farmhouse along a Stream"
"Farmstead on the Stream",1610,"../img/scale/brueghel/3101.jpg","/janbrueghel/farmstead-on-the-stream","Farmstead on the Stream"
"Forge in the Forest",1610,"../img/scale/brueghel/3230.jpg","/janbrueghel/forge-in-the-forest","Forge in the Forest"
"Horses Drinking at the Mill",1610,"../img/scale/brueghel/3283.jpg","/janbrueghel/horses-drinking-at-the-mill","Horses Drinking at the Mill"
"Marriage of Bacchus and Ariadne (Brussels)",1610,"../img/scale/brueghel/3358.jpg","/janbrueghel/marriage-of-bacchus-and-ariadne-brussels","Marriage of Bacchus and Ariadne (Brussels)"
"Moses and the Israelites in the Wilderness (New York)",1610,"../img/scale/brueghel/3369.jpg","/janbrueghel/moses-and-the-israelites-in-the-wilderness-new-york","Moses and the Israelites in the Wilderness (New York)"
"Peasant Brawl",1610,"../img/scale/brueghel/3429.jpg","/janbrueghel/peasant-brawl","Peasant Brawl"
"Peasants with a Horse and Cart",1610,"../img/scale/brueghel/3437.jpg","/janbrueghel/peasants-with-a-horse-and-cart","Peasants with a Horse and Cart"
"River Landscape with Temple of Vesta",1610,"../img/scale/brueghel/3489.jpg","/janbrueghel/river-landscape-with-temple-of-vesta","River Landscape with Temple of Vesta"
"Riverside Village with Landing Stage",1610,"../img/scale/brueghel/3498.jpg","/janbrueghel/riverside-village-with-landing-stage","Riverside Village with Landing Stage"
"Road at the Edge of a Forest, with the Flight into Egypt (St. Petersburg)",1610,"../img/scale/brueghel/3502.jpg","/janbrueghel/road-at-the-edge-of-a-forest-with-the-flight-into-egypt-st-petersburg","Road at the Edge of a Forest, with the Flight into Egypt (St. Petersburg)"
"Road at the Edge of a Forest with the Flight into Egypt",1610,"../img/scale/brueghel/3503.jpg","/janbrueghel/road-at-the-edge-of-a-forest-with-the-flight-into-egypt","Road at the Edge of a Forest with the Flight into Egypt"
"Road on a Wooded Hillside with Travelers",1610,"../img/scale/brueghel/3505.jpg","/janbrueghel/road-on-a-wooded-hillside-with-travelers","Road on a Wooded Hillside with Travelers"
"Sea Landscape with Fortification",1610,"../img/scale/brueghel/3543.jpg","/janbrueghel/sea-landscape-with-fortification","Sea Landscape with Fortification"
"Small River Landscape with Two Canoes",1610,"../img/scale/brueghel/3557.jpg","/janbrueghel/small-river-landscape-with-two-canoes","Small River Landscape with Two Canoes"
"The Goddess Ceres",1610,"../img/scale/brueghel/3625.jpg","/janbrueghel/the-goddess-ceres","The Goddess Ceres"
"Travelers on a Country Road",1610,"../img/scale/brueghel/3664.jpg","/janbrueghel/travelers-on-a-country-road","Travelers on a Country Road"
"Travelers on a Country Road with a Village Beyond",1610,"../img/scale/brueghel/3666.jpg","/janbrueghel/travelers-on-a-country-road-with-a-village-beyond","Travelers on a Country Road with a Village Beyond"
"Travelers on a Hilltop Road",1610,"../img/scale/brueghel/3669.jpg","/janbrueghel/travelers-on-a-hilltop-road","Travelers on a Hilltop Road"
"Triumph of Bacchus",1610,"../img/scale/brueghel/3672.jpg","/janbrueghel/triumph-of-bacchus","Triumph of Bacchus"
"Triumph of Bacchus (Glasgow)",1610,"../img/scale/brueghel/3673.jpg","/janbrueghel/triumph-of-bacchus-glasgow","Triumph of Bacchus (Glasgow)"
"Venus Mourning the Death of Adonis",1610,"../img/scale/brueghel/3679.jpg","/janbrueghel/venus-mourning-the-death-of-adonis","Venus Mourning the Death of Adonis"
"Venus and Adonis",1610,"../img/scale/brueghel/3680.jpg","/janbrueghel/venus-and-adonis","Venus and Adonis"
"View of Antwerp from the Scheldt",1610,"../img/scale/brueghel/3692.jpg","/janbrueghel/view-of-antwerp-from-the-scheldt","View of Antwerp from the Scheldt"
"Village Landscape with a Wood Cutter",1610,"../img/scale/brueghel/3718.jpg","/janbrueghel/village-landscape-with-a-wood-cutter","Village Landscape with a Wood Cutter"
"Village Street",1610,"../img/scale/brueghel/3726.jpg","/janbrueghel/village-street","Village Street"
"Village Street with Travelers and Cattle",1610,"../img/scale/brueghel/3732.jpg","/janbrueghel/village-street-with-travelers-and-cattle","Village Street with Travelers and Cattle"
"Village Street with Trees",1610,"../img/scale/brueghel/3733.jpg","/janbrueghel/village-street-with-trees","Village Street with Trees"
"Wide Winter Landscape (Madrid)",1610,"../img/scale/brueghel/3764.jpg","/janbrueghel/wide-winter-landscape-madrid","Wide Winter Landscape (Madrid)"
"Windmill in a River Landscape",1610,"../img/scale/brueghel/3766.jpg","/janbrueghel/windmill-in-a-river-landscape","Windmill in a River Landscape"
"Woodland Road near a Village",1610,"../img/scale/brueghel/3785.jpg","/janbrueghel/woodland-road-near-a-village","Woodland Road near a Village"
"Woodland Road with Chapel",1610,"../img/scale/brueghel/3786.jpg","/janbrueghel/woodland-road-with-chapel","Woodland Road with Chapel"
"Allegory of Earth (Lyon)",1610,"../img/scale/brueghel/3794.jpg","/janbrueghel/allegory-of-earth-lyon","Allegory of Earth (Lyon)"
"Allegory of Water (Lyon)",1610,"../img/scale/brueghel/3798.jpg","/janbrueghel/allegory-of-water-lyon","Allegory of Water (Lyon)"
"Cleansing the Child of Israel",1610,"../img/scale/brueghel/3805.jpg","/janbrueghel/cleansing-the-child-of-israel","Cleansing the Child of Israel"
"Wide Landscape with Travelers and Wagons",1610,"../img/scale/brueghel/3872.jpg","/janbrueghel/wide-landscape-with-travelers-and-wagons","Wide Landscape with Travelers and Wagons"
"Peasants with Cattle and Wagons on a Road",1610,"../img/scale/brueghel/9716.jpg","/janbrueghel/peasants-with-cattle-and-wagons-on-a-road","Peasants with Cattle and Wagons on a Road"
"Village Street with St. Martin",1610,"../img/scale/brueghel/9827.jpg","/janbrueghel/village-street-with-st-martin","Village Street with St. Martin"
"Allegory of Earth (Rome)",1611,"../img/scale/brueghel/2911.jpg","/janbrueghel/allegory-of-earth-rome","Allegory of Earth (Rome)"
"Allegory of Fire: Venus in the Forge of Vulcan (Rome)",1611,"../img/scale/brueghel/2918.jpg","/janbrueghel/allegory-of-fire-venus-in-the-forge-of-vulcan-rome","Allegory of Fire: Venus in the Forge of Vulcan (Rome)"
"Allegory of Water (Rome)",1611,"../img/scale/brueghel/2937.jpg","/janbrueghel/allegory-of-water-rome","Allegory of Water (Rome)"
"Country Road with Windmill",1611,"../img/scale/brueghel/3056.jpg","/janbrueghel/country-road-with-windmill","Country Road with Windmill"
"Landscape with Windmill (Cambridge)",1611,"../img/scale/brueghel/3335.jpg","/janbrueghel/landscape-with-windmill-cambridge","Landscape with Windmill (Cambridge)"
"Market Day in Village by a River",1611,"../img/scale/brueghel/3356.jpg","/janbrueghel/market-day-in-village-by-a-river","Market Day in Village by a River"
"Road through a Woodland Village",1611,"../img/scale/brueghel/3507.jpg","/janbrueghel/road-through-a-woodland-village","Road through a Woodland Village"
"Road through a Woodland Village (London)",1611,"../img/scale/brueghel/3508.jpg","/janbrueghel/road-through-a-woodland-village-london","Road through a Woodland Village (London)"
"Road through a Woodland Village (St. Petersburg)",1611,"../img/scale/brueghel/3509.jpg","/janbrueghel/road-through-a-woodland-village-st-petersburg","Road through a Woodland Village (St. Petersburg)"
"St. Martin Dividing His Cloak (Munich)",1611,"../img/scale/brueghel/3568.jpg","/janbrueghel/st-martin-dividing-his-cloak-munich","St. Martin Dividing His Cloak (Munich)"
"The Archdukes Outside Mariemont",1611,"../img/scale/brueghel/3609.jpg","/janbrueghel/the-archdukes-outside-mariemont","The Archdukes Outside Mariemont"
"The Archdukes and Company before Mariemont Castle",1611,"../img/scale/brueghel/3610.jpg","/janbrueghel/the-archdukes-and-company-before-mariemont-castle","The Archdukes and Company before Mariemont Castle"
"Travelers on a Country Road (Paris)",1611,"../img/scale/brueghel/3665.jpg","/janbrueghel/travelers-on-a-country-road-paris","Travelers on a Country Road (Paris)"
"View of Mariemont Castle",1611,"../img/scale/brueghel/3695.jpg","/janbrueghel/view-of-mariemont-castle","View of Mariemont Castle"
"Woodland Landscape with Travelers on a Path",1611,"../img/scale/brueghel/3783.jpg","/janbrueghel/woodland-landscape-with-travelers-on-a-path","Woodland Landscape with Travelers on a Path"
"Allegory of Air (Lyon)",1611,"../img/scale/brueghel/3793.jpg","/janbrueghel/allegory-of-air-lyon","Allegory of Air (Lyon)"
"Allegory of Earth (Paris)",1611,"../img/scale/brueghel/3795.jpg","/janbrueghel/allegory-of-earth-paris","Allegory of Earth (Paris)"
"Castle Mariemont with the Duchess Isabella",1611,"../img/scale/brueghel/3904.jpg","/janbrueghel/castle-mariemont-with-the-duchess-isabella","Castle Mariemont with the Duchess Isabella"
"Attack on a Convoy (Vienna)",1612,"../img/scale/brueghel/2954.jpg","/janbrueghel/attack-on-a-convoy-vienna","Attack on a Convoy (Vienna)"
"Cavalry Engagement at the Windmills",1612,"../img/scale/brueghel/3023.jpg","/janbrueghel/cavalry-engagement-at-the-windmills","Cavalry Engagement at the Windmills"
"Forest Road with Travelers (Madrid)",1612,"../img/scale/brueghel/3226.jpg","/janbrueghel/forest-road-with-travelers-madrid","Forest Road with Travelers (Madrid)"
"Nymphs Filling the Horn of Plenty",1612,"../img/scale/brueghel/3391.jpg","/janbrueghel/nymphs-filling-the-horn-of-plenty","Nymphs Filling the Horn of Plenty"
"Paradise Landscape with Fall of Man (France, Private Collection)",1612,"../img/scale/brueghel/3417.jpg","/janbrueghel/paradise-landscape-with-fall-of-man-france-private-collection","Paradise Landscape with Fall of Man (France, Private Collection)"
"Paradise Landscape with Fall of Man (Madrid II)",1612,"../img/scale/brueghel/3420.jpg","/janbrueghel/paradise-landscape-with-fall-of-man-madrid-ii","Paradise Landscape with Fall of Man (Madrid II)"
"Paradise Landscape with the Fall of Man (Rome, Galleria Doria-Pamphili)",1612,"../img/scale/brueghel/3425.jpg","/janbrueghel/paradise-landscape-with-the-fall-of-man-rome-galleria-doria-pamphili","Paradise Landscape with the Fall of Man (Rome, Galleria Doria-Pamphili)"
"River Landscape with Landing Stage",1612,"../img/scale/brueghel/3474.jpg","/janbrueghel/river-landscape-with-landing-stage","River Landscape with Landing Stage"
"River Landscape with Landing Stage (London)",1612,"../img/scale/brueghel/3480.jpg","/janbrueghel/river-landscape-with-landing-stage-london","River Landscape with Landing Stage (London)"
"Road through the Countryside with Travelers",1612,"../img/scale/brueghel/3510.jpg","/janbrueghel/road-through-the-countryside-with-travelers","Road through the Countryside with Travelers"
